Transaction ID,Date,Product ID,Product Category,Product Sub-Category,Quantity Sold,Price per Unit,Discount Applied,Payment Method,Customer ID,Age Group,Gender,Location,Customer Segment,Total Spend,Average Transaction Value,Purchase Frequency,Product Name,Cost per Unit,Supplier ID,Stock Level,Supplier Name,Supplier Location,Lead Time (Days),Total Sales
c09a7b9c-daa9-49d4-9cc2-550a1cfdf145,2024-04-08,c082dd34-16b5-48b7-8495-f0fae2fba76e,Accessories,Cushions,7,66.31,25.01,Debit Card,59b5431d-cd83-4420-9b58-170e8c2ce6fc,46-55,Male,New David,First-time Buyer,506.73,42.24,12,Cushion,25.81,651d8f31-13dc-4f91-8a26-e92274e639d4,31,Acevedo Inc,West Walter,20,348.08
2577a4fb-c165-43c9-be27-3a6361661b79,2024-05-28,dd991b47-6ad5-47e6-9874-f95b6f0d9636,Apparel,T-Shirts,6,15.14,21.2,Debit Card,664f4753-9960-49e9-bea7-bd3d2c44d19e,18-25,Female,West Erikabury,First-time Buyer,623.69,393.7,18,Shirt,36.45,621e38ab-655c-4d63-b8ce-99b04f1d989d,169,Moore LLC,Sullivanburgh,16,71.58
12c5e93b-6f83-4433-ad9c-170fbb36bdfe,2024-06-25,e7a6e4fd-5211-41e1-9fac-6a01f4dfdc31,Footwear,Bags,9,12.6,15.6,Gift Card,a9bd62f5-3137-43a8-a022-fa2e42eced5f,18-25,Female,New Davidport,Loyalty Program,334.05,62.7,5,Bag,36.96,1e56569f-6ce8-4f48-bc20-b1aabf951958,326,"Horton, Hansen and Avila",Paulville,12,95.71
7764d5b8-41ec-4c2f-80c2-208a2f7a7e7e,2024-06-20,034a5f30-c1f2-4e7d-ac3b-88d60fae3e0d,Apparel,Bags,1,99.96,9.84,Gift Card,3b72fe63-d570-46df-860f-986e06349a3a,18-25,Other,Parkershire,First-time Buyer,395.06,381.69,1,Shoe,22.67,9cde8808-0bfd-4f3e-8878-ff9d12f22d84,439,Rich Ltd,Lake Sherryburgh,24,90.12
312f333e-27b5-429f-b7b6-1e2beb7a7c7c,2024-07-01,9769fb67-1846-4060-8fef-516f450eea27,Home Decor,Bags,9,78.11,3.75,Gift Card,14f647f1-816b-44f5-bc79-43e6a4fefd46,18-25,Female,West Tracy,Returning Customer,781.65,427.12,11,Bag,7.62,43964163-122f-4957-9efb-82b0e7518e1a,372,Rice-Oneal,New Michael,19,676.63
99a047db-3a2b-4684-a265-1c4215638b00,2024-04-09,03c2d645-3b2c-416b-987a-49dc84c5728b,Apparel,T-Shirts,7,83.98,21.83,Credit Card,60c3759c-dbb3-4d51-a3f9-36cb98caf431,56+,Other,Karenville,Loyalty Program,317.08,227.92,19,Cushion,7.47,abc80be2-ab04-464d-b3bd-6f1162593039,115,Murphy Ltd,Michaelmouth,5,459.53
22a2fa3e-5c64-4542-93d2-78317ce72d5b,2024-08-09,3120bd54-ffcf-447c-88ee-5a4994f7f588,Accessories,Cushions,8,77.11,4.45,Credit Card,408a85d6-2f30-4872-9dd6-f36bb0e47d22,36-45,Other,Lake Kevinton,Returning Customer,610.88,32.1,17,Bag,26.79,4c4157b7-5fb6-4d65-9c4f-d19e9f7eae8e,182,Lawrence Ltd,South Danielle,11,589.43
84d3feea-5b91-4abe-8267-ac8f40403c09,2024-02-07,237d25d4-c806-4eb9-b23a-f32bda14cb9f,Accessories,T-Shirts,7,73.23,21.05,PayPal,52c33c97-7b1a-42b2-a0fc-40f6cc1c4a03,46-55,Female,East Jacquelineville,Returning Customer,280.18,30.12,19,Shoe,15.65,8b2977e4-22d9-412e-a6d5-d6b46c2f62b5,134,Schmidt-Brown,Dennischester,10,404.71
806e5a2f-4027-487d-b072-ca047c0d41e2,2024-07-08,d27507dc-0fca-4e41-a20c-3ca9193b4d6f,Accessories,Shoes,2,89.7,18.11,Debit Card,98a0025a-c5a3-4ee8-8668-1b26a8b52580,26-35,Male,East Sara,First-time Buyer,867.19,286.57,5,Bag,19.48,abdb17af-90a3-49ce-be17-4a661041c02d,462,"Brown, Nixon and Kline",Juliemouth,18,146.91
5e44181c-f51d-427d-898c-6bcef4d0c4a7,2024-01-30,d441660b-3daa-4797-b214-91518faab1c6,Accessories,Shoes,2,82.29,28.2,Gift Card,f63a5c4a-ecab-43dc-907f-42e448d1b521,26-35,Other,Carrilloview,First-time Buyer,260.91,213.26,13,Bag,34.08,bd9e9075-eaf0-4784-bd2d-6566f667a4c1,492,Scott-Austin,East Bethborough,27,118.17
0cba9e7a-6888-4df6-a10c-2150df293b27,2024-03-21,63f537f9-e06b-4a93-984c-7f002a34308e,Apparel,Bags,8,84.54,17.2,PayPal,ef958f85-31da-4447-8120-007b9084dd1a,18-25,Other,South Sarahland,Returning Customer,174.52,319.43,5,Shoe,18.54,d613692e-c560-4ec1-b3d5-4afb835fac02,70,"Meyer, Smith and Stark",Lake Emilytown,19,559.99
95539809-abc9-4df6-8087-9f7ff096dbcc,2024-02-18,63656791-5caf-4fd6-a882-f1af6af200f8,Accessories,Cushions,8,69.2,3.75,Gift Card,547c6e11-21ac-4dc9-b318-2003203561f7,26-35,Male,Lake Kristina,Loyalty Program,196.14,399.49,4,Shirt,9.59,a71b2afc-a218-416a-9745-64421a703020,376,Scott LLC,South Brandon,17,532.84
f2b3fd9e-d185-4741-adad-03473276db55,2024-08-26,95009527-39c4-4524-9c28-49e6a5b0574a,Accessories,T-Shirts,5,98.47,11.03,Debit Card,04b74d08-066c-4971-96cc-8f9ffa741d37,36-45,Female,Natalieview,Loyalty Program,902.82,284.04,1,Shirt,28.06,d3864c95-11df-4032-9653-1f6ea6c8c6f5,114,"Casey, Sullivan and Reeves",Lake Clayton,27,438.04
a49aa228-67c0-477b-b632-6d89cae46d47,2024-04-03,0d1e3cc0-5e60-488e-9581-76fa9ae9847d,Apparel,Bags,8,50.19,11.88,Gift Card,f9f1fc5f-86b7-42ff-b9bc-ee46f3d9267d,46-55,Male,East Lauraland,First-time Buyer,360.37,394.21,16,Bag,21.34,5e1220b1-4f00-4b6e-bf31-f8f53dd9e3e0,63,Johnson-Clark,Johnton,3,353.82
70949925-a334-4008-832f-c31295539932,2024-05-08,fb83b22d-8c29-48aa-a4be-f58d1b7e0566,Home Decor,Shoes,1,79.24,4.49,Gift Card,31ff2259-6999-497d-ba43-b7bee9a6c473,56+,Female,Angelastad,First-time Buyer,959.68,472.86,7,Shirt,30.37,d6647143-3698-4dfe-9988-73015dabc542,107,Mcdaniel Inc,Port Michael,6,75.68
16bf3169-0249-4647-b069-550ec9cfd3c7,2024-02-05,e56a052f-5e82-4a8c-9e53-1259e5ce35eb,Apparel,Shoes,1,73.07,20.07,PayPal,ffc5bf00-fa04-49d5-9a6d-33077331de74,18-25,Other,Hullchester,Returning Customer,466.2,388.46,7,Cushion,11.65,9193b2b7-7519-4642-bf64-9e7e0be1c788,154,Dunn-Brown,Johnsonview,3,58.4
b0899d36-b40e-4d9e-90ec-801e62569124,2024-07-07,fe1d2370-5166-4022-b693-c84f6accb96a,Home Decor,T-Shirts,9,58.39,8.35,Credit Card,81fc65d7-0787-4ac0-9ae1-d346eb8ea6c7,26-35,Male,New Juan,First-time Buyer,850.78,122.65,10,Bag,28.74,8543fe21-56ad-436c-83b9-7ed4a2bbd241,149,Crane-Nichols,Matthewstad,11,481.63
9905640c-d192-4ae2-b6cb-b852ce424566,2024-07-13,9a109271-76d5-4f84-b31b-005f5e9a9116,Apparel,Bags,7,91.36,19.48,PayPal,9e91174e-f35c-4ecc-a3db-107837d14f74,56+,Male,Port Shane,Returning Customer,685.99,73.92,4,Shoe,20.14,91c8952a-9edb-4d0d-97d9-8271126bbe28,202,"Stein, Glenn and Riley",South Kylebury,3,514.94
de127b45-ccd0-46a0-a551-7f636203d2e2,2024-08-26,352b1123-9775-41da-b26f-bcae1cbe8403,Home Decor,Cushions,1,48.76,12.51,Credit Card,7bd08542-29b4-4a8b-b55e-840d252bae2e,18-25,Female,Port Joseph,Loyalty Program,375.02,496.3,16,Cushion,25.67,098faaaf-bc02-4797-8303-6eb41abd7322,490,Gallagher-Payne,Port Josephmouth,11,42.66
9945b266-38d0-4579-94ce-38862f3f7ba4,2024-02-18,1d7989e5-d0a3-43fc-be3a-cf2fa4237f9a,Accessories,Shoes,1,19.36,1.44,Gift Card,ba69d118-fa6a-4d56-8e77-c27eb63a4319,26-35,Other,East Deborah,Returning Customer,735.12,411.46,19,Bag,24.4,d2fa7df6-112d-45f2-987e-042f2ae25628,263,"Simpson, Baker and Hernandez",Johnsonborough,6,19.08
11244977-cc44-42a9-8b3a-9e8300c341fb,2024-02-11,a4a24d6e-391a-4300-98a3-19331788187e,Home Decor,Bags,1,63.39,10.81,Gift Card,51da7d4d-b375-4f36-8a17-3ff374fed7ed,18-25,Male,East Dustin,Loyalty Program,686.65,239.75,11,Bag,14.28,9e733a61-f05c-4dc4-97e7-4835a5d59f44,159,Mccall PLC,Fieldstown,18,56.54
56ed7d62-a38c-470c-8900-bf647e06f6c0,2024-06-15,ea93019a-3bdd-4c1f-b11e-db9b879143c6,Home Decor,Cushions,7,33.51,23.88,Debit Card,c56d5105-f443-483b-adbf-06b726760a6f,18-25,Other,East Kristenchester,Returning Customer,828.04,402.83,4,Shoe,25.87,01e22648-5ef4-4560-98ca-df2faa62c9e4,388,Smith PLC,Brownmouth,29,178.55
60161c19-aeb3-4625-b00b-972bc12a82cd,2024-06-08,2a9a7917-3ee6-4c3c-b06a-d77d78155baa,Accessories,Shoes,6,53.71,5.57,Debit Card,05d8768d-4802-4183-8245-b30f1b7cf778,56+,Other,Port Angela,Loyalty Program,750.56,437.54,3,Shirt,40.0,faf885e4-afa0-4640-8193-ed81a879e262,42,Campbell LLC,Nicholasburgh,3,304.31
73411d76-ce5c-4895-bf80-4b62d4e99227,2024-01-17,1dbf7f15-f008-4991-af1e-d37d5f295503,Footwear,T-Shirts,3,73.6,17.84,Debit Card,a834810e-144c-445f-a35a-6a776155eec4,26-35,Female,Port Nicoleborough,Loyalty Program,691.37,155.95,11,Bag,26.5,1c6c72cf-b9d3-41ad-999e-804d949a3823,33,Casey-Ross,Allisonport,20,181.41
900618fc-c900-4552-b944-7a73747a21a3,2024-07-09,6606ce78-dc69-4a07-a103-6aeae2f94012,Apparel,Shoes,5,23.69,13.23,Debit Card,883c86e4-6668-47cf-bab0-e2ae76a52352,36-45,Other,North Mary,First-time Buyer,606.31,458.56,1,Bag,31.33,98fad0c1-f6ee-4d3f-a99d-0c4ca25077cf,98,"Collins, Jackson and Hunt",North Patrick,17,102.78
d691696c-c926-49b1-a7c6-7ed1769962d1,2024-06-26,35214f74-cd48-4211-abd9-d3b80f51e6b3,Apparel,Cushions,9,11.23,27.28,Debit Card,536b10c2-5a45-490c-8246-7b01e676e3b8,36-45,Other,West Michaelberg,Returning Customer,773.71,303.74,7,Shoe,11.36,5a44a5ed-f03a-41ad-a94f-df83d85c418a,178,Johnson Group,Brittanyfort,7,73.5
2cb2ddff-3977-4e44-b6c8-3e9acccc8e1a,2024-06-02,06bd0ad8-a4dd-44a9-bc68-960f4e5ec43f,Apparel,Bags,1,66.31,23.71,Credit Card,d8541d82-9d9c-4940-b7b8-108ca3e87991,26-35,Female,Scottchester,Returning Customer,403.24,196.24,14,Cushion,34.85,6e1d1dde-e36d-4ae4-a3b1-8ad369e2a61a,309,"Richard, Vasquez and Huynh",Graceton,22,50.59
b3116d2a-fdee-4d1d-8065-15ea71493d8c,2024-06-20,56b3509a-dfbf-4ddb-ab1f-1426c936bf2f,Apparel,Shoes,4,38.31,25.22,Debit Card,5bbb492a-9377-452f-92cd-e4be59ddf187,18-25,Other,Meyerfurt,Returning Customer,158.74,39.09,19,Shirt,45.18,2f9e9a1f-b089-412a-825d-1323fd985ed3,440,Cantu Ltd,Port Noahchester,14,114.59
b0cd700c-e593-42c6-a152-7c9e99f31f37,2024-03-22,637b6499-ec72-4178-86ac-b5fc5ced2baa,Accessories,Cushions,3,70.06,18.59,Gift Card,ec42e621-08b8-4d52-b2d4-531c7719c6fc,26-35,Other,Gabrielmouth,Loyalty Program,547.53,311.81,19,Bag,43.28,c5700ff3-b78f-475b-aa41-606690937ab7,426,Richardson-Lopez,Lake Dawnhaven,28,171.11
fa964249-d659-44b0-b66e-86e706ab7729,2024-01-25,fcf3c491-a316-481a-81b2-ddb12b2f3d9c,Apparel,Shoes,5,13.94,3.04,Gift Card,3b90a0d1-9a17-488d-92a0-1115486c8e4d,36-45,Other,Cooperside,Returning Customer,311.14,471.03,15,Shoe,36.43,f7988673-920c-4b56-8690-b03fad896fe2,98,Schultz-Wallace,Lopezland,25,67.58
321761ee-f856-4183-a4e1-aba75b5b75a8,2024-02-06,3266f2a3-6a4d-4d31-bf63-b2ba1ac93131,Footwear,Bags,5,13.07,19.56,PayPal,77ea426f-fd28-4d62-a2c1-8a1e964afa89,18-25,Other,East Stacy,Returning Customer,654.61,340.1,3,Cushion,40.89,c9dbb53c-9e3d-45ed-b7d0-9f9e56cce171,468,"Henry, Brewer and Phillips",North Richard,5,52.57
c48995b1-1bda-47b0-9442-3a8ae0316778,2024-04-16,95ff5431-33b8-4e1c-be90-590a1b5d0ea1,Accessories,Cushions,3,95.49,28.31,PayPal,dbb93af0-096e-44f3-bc99-ecf3086568ca,18-25,Other,North Kevinfurt,Loyalty Program,397.18,28.66,10,Shoe,20.34,384c7b02-0904-4761-92e8-619c96b0a8cd,323,"Montgomery, Peterson and Bailey",Mackenzieland,26,205.37
564e8d5e-67c1-4623-a3a3-9405c714058c,2024-07-13,a87e0515-791d-4b98-9faf-e0617d50844d,Accessories,Cushions,8,33.84,6.34,PayPal,9a9e254e-fe04-430f-86c3-e2ebee88ba6e,46-55,Male,Floydfort,Loyalty Program,111.68,186.24,3,Bag,37.74,56d6008d-0056-400a-b3e3-3adc75cf5f94,282,"Hawkins, Wilson and Mills",Murrayside,19,253.56
c4cfc158-e1df-406f-b8a6-1b8ac2175978,2024-04-13,3d26496f-d8da-49ca-89db-1adb69e0fc5e,Footwear,Bags,2,59.16,13.91,PayPal,de5e4ab7-810c-4933-836f-e7cd27e4d111,56+,Female,Durhamport,First-time Buyer,996.96,23.31,17,Bag,36.2,369c7f6d-fb15-40ac-b95d-d598457a48a1,342,Wiggins PLC,Caitlynmouth,8,101.86
15347adf-6736-46b1-ba8d-db5375bd07f8,2024-07-06,58259094-4307-4e62-9014-fdbaa5ebc1dd,Apparel,Bags,1,97.73,14.04,Debit Card,e5791ff2-20bd-4504-9f0f-000208c5c731,18-25,Other,South Steven,Returning Customer,848.21,370.27,12,Cushion,5.76,a89e80a1-d900-4494-9c4b-dfe1276d50d5,264,Hart PLC,New Williamborough,21,84.01
6cd48b46-fac0-434a-ac04-34b905a70961,2024-08-13,5a475af2-9967-413d-aaf3-f9da99a54185,Apparel,T-Shirts,8,18.53,19.76,PayPal,9b6c44ac-1bbf-4174-a840-5394c57768ca,46-55,Male,Shawnberg,Loyalty Program,516.83,41.39,15,Bag,47.97,72b71566-dd9b-4d0c-885c-ada19aa4c407,418,Ross Group,Whiteside,5,118.95
3226698b-c40f-4040-8466-6b46975ea448,2024-04-25,4e9c88b2-8655-4b94-9bef-beeb08251d64,Home Decor,T-Shirts,7,97.61,15.73,Debit Card,0dd5ff64-fac0-491c-aae9-32e0a97f9b29,26-35,Other,Julieborough,Loyalty Program,588.41,263.14,3,Bag,22.75,dcac37ad-c5f0-4770-afa9-14d626c0d558,381,Kim Group,East Christopher,19,575.79
8ddc67e1-a439-4f21-a885-2b72ce743b37,2024-05-10,b484bb2e-3e61-4d9c-89f0-0620b0e14a8e,Apparel,T-Shirts,6,31.31,3.07,Credit Card,789be548-ed49-4e45-b503-f65f5d2d3c03,18-25,Female,Timothyview,Loyalty Program,718.66,115.51,1,Cushion,10.82,58fdedc1-91c8-43d9-86c9-f36f631b4c6d,104,Thompson-Jones,Kennedyville,26,182.09
0d6f7059-3bd5-4efc-b094-4b74da80d3a4,2024-07-17,b7a5b301-25e2-4d89-92b6-396e153c78f8,Apparel,T-Shirts,8,32.65,2.11,Debit Card,e5fe5a4e-3add-4c86-8630-c08fe0f088ee,56+,Male,South Carolyn,Returning Customer,368.58,144.18,8,Shirt,37.11,709e6090-2a64-4415-bb36-6562a0196b26,499,Jennings and Sons,New Kevinview,24,255.69
00f3232d-951b-4821-8b95-29e40101ddd2,2024-01-06,2187f231-46a1-459d-8c04-1d3fa19f9e95,Apparel,T-Shirts,9,81.4,11.23,Credit Card,a006d454-31bb-43eb-8c9a-212b5d920680,26-35,Male,North Kellitown,Returning Customer,401.04,313.56,18,Shoe,28.26,f8551d99-de3b-469d-8b8d-96916eb6ebef,295,"Taylor, Barnes and Smith",South Annborough,16,650.33
bb9ed3cd-6af2-484c-94b7-d7a2aa09874e,2024-02-06,97c7a1ae-436d-4428-af49-9d78a17698cf,Apparel,T-Shirts,4,90.31,27.1,Gift Card,e49d1b45-54de-4375-b616-270737f77e98,46-55,Male,Villarrealstad,Returning Customer,466.37,106.73,16,Shirt,48.74,d9715173-219d-4f64-a72f-45f3c8826b51,27,"Kelley, Nash and James",Yolandamouth,5,263.34
67e4fa4a-e2ff-46cf-a1ef-d0a9b1032b0e,2024-04-12,250c5ad6-d9c8-4d32-a831-39c2648e52bb,Apparel,Cushions,7,88.01,7.45,PayPal,851b02cc-48cd-4a11-94e4-ab19a1702b76,18-25,Female,East Albert,First-time Buyer,228.35,39.1,7,Cushion,47.16,30ea86cb-9fb5-478a-836d-5e185e9458e8,39,Davila PLC,Kathrynmouth,3,570.17
ee2aee17-6066-49e3-b418-c51ef68dc90d,2024-06-15,4a16d48f-e659-4448-bce3-9b371e0bae47,Apparel,Bags,5,36.47,3.45,Credit Card,9165c71b-fecc-42c9-bd2f-79ba62b294f6,56+,Other,Lake Lisa,Returning Customer,384.7,459.38,12,Shoe,18.61,5994674b-0ba8-4c35-8686-850db9dfe67c,152,"Marsh, Weaver and Fuentes",Richmondberg,11,176.06
2af93a7a-0865-4caa-81cf-1fc7e278d2bf,2024-03-02,69dc04eb-41b1-4c40-a4c5-3f4b8b455eee,Home Decor,Cushions,1,74.76,27.14,Debit Card,a77c8ea1-36e0-4b9e-9d4d-06ea97cd7775,56+,Other,Campbellborough,Loyalty Program,607.04,83.57,4,Shirt,8.79,d7ad2e56-359e-49b0-84a0-9723b8a9c4ec,347,"Park, Fitzgerald and Matthews",Denisefort,29,54.47
bee60b4a-6353-4713-b1cb-26e492235db0,2024-08-03,ee67e618-de28-42e4-8dcc-6996e3005c51,Footwear,Shoes,8,87.21,14.84,PayPal,a438f353-2036-44b8-b101-667a79d84ab2,36-45,Other,Smithburgh,First-time Buyer,785.78,82.73,12,Bag,48.62,cd205d9a-5959-4714-9160-9c3112378b20,394,Morris-Coffey,Webbburgh,8,594.14
e8e3dd84-0e74-4deb-ad41-630630b76bca,2024-04-05,c12df98f-5af7-4ab4-bb15-68bee7024121,Footwear,Bags,7,38.29,12.73,Debit Card,5d5e8e2b-527b-43a6-8aee-9c6557af0b6c,18-25,Male,North Maria,First-time Buyer,277.68,346.62,12,Shoe,31.53,adf021d3-388b-418f-8825-2740f46ca0b0,287,"Murphy, Davis and Johnson",New Anthony,4,233.91
c30071fd-2d1e-407c-9315-2720bd9ab694,2024-08-05,f0b6a72d-5724-457a-bcaa-5bdfd871215b,Apparel,Bags,2,59.52,12.94,PayPal,8d8dbad0-6bb7-4e50-a27e-9b8faa9d5dd1,56+,Other,Taylorstad,Loyalty Program,677.44,157.4,17,Bag,35.63,2ca36dae-030c-4bb2-9dbd-fddc7cd2f11d,77,Marshall-Russell,East Charleshaven,7,103.64
69a28eef-8a19-4968-9615-b672b99575a2,2024-01-07,86a9a0c9-8cd1-4b92-bca0-83d44e6f2bab,Accessories,T-Shirts,3,14.03,5.43,PayPal,b3f6ae09-c41b-4ec6-b6e9-2b8822eca79c,18-25,Male,South Ashleyport,Loyalty Program,326.32,100.43,11,Bag,35.94,4616c9c2-d614-4f3c-8eca-630f82c70f75,114,Hall-Ramirez,Port Jennifer,9,39.8
03f27be1-b473-4645-bc3e-f60445c079a8,2024-07-02,f2bacc5f-586f-437e-9d2b-5cad694b7d8d,Accessories,Shoes,2,83.79,1.95,Credit Card,7c3c6082-065f-4acb-bbde-c7be8a33783f,36-45,Male,Johnstonfurt,First-time Buyer,816.53,415.92,9,Shirt,32.97,107058bb-01c7-471a-8743-a407dd9a58c3,30,Doyle-Parker,North Samuel,16,164.31
8e5698ce-6943-4969-988d-cdd58f334b68,2024-03-19,2bc9d770-d239-4674-a4ae-33149da2997f,Apparel,Shoes,6,34.23,7.4,Gift Card,b6afa459-5a70-4434-b2ba-7f48a16effe7,46-55,Female,Donnafort,Loyalty Program,948.32,405.06,2,Cushion,9.26,58da9bdd-7e44-43f3-a452-4cc1f643ea2d,64,Bradshaw LLC,Samanthachester,19,190.18
315227c9-0409-452d-926b-4fbe5c87d613,2024-07-02,8ce64f90-1b8f-4624-9662-1d127561eee9,Footwear,Cushions,6,13.31,1.76,Debit Card,2826ee1b-ed19-4836-8406-9d6983328036,56+,Male,East Benjaminport,First-time Buyer,504.38,307.8,19,Shoe,5.62,5541742c-06c9-44f0-a2a1-e9d77ce5f43f,360,"Lambert, Soto and Davis",Tiffanyshire,20,78.45
32a12edc-3914-4d82-90f7-f183e99a0917,2024-07-18,a16dfac3-df77-4731-8322-5bab830cf7c7,Footwear,Shoes,2,83.39,29.7,PayPal,fda0ac94-8306-4e1c-8307-1e4b81979736,26-35,Male,Downshaven,First-time Buyer,986.28,112.13,13,Bag,17.96,1b69133d-a0f4-4230-963d-468d9068a89c,413,"Campos, Baxter and Patterson",Autumnstad,25,117.25
b49ca85e-a2bc-450e-b31d-18990a5a9697,2024-08-27,cee20aa6-e644-4c6e-9a96-1c8f830a4211,Apparel,T-Shirts,1,20.53,8.72,Debit Card,f4f37eca-c343-4260-9a68-c89486b2a0e4,56+,Male,Amandaberg,Returning Customer,865.72,372.52,4,Shoe,9.46,97da1bfc-7ad6-4d0f-95ca-c48e6d58f542,289,Smith-Waters,Juliebury,9,18.74
a30793af-3824-46df-886c-1531e9f47f8b,2024-01-24,a31a6fa7-0091-43e8-8766-ecd9e294ce50,Home Decor,T-Shirts,5,11.85,23.32,Credit Card,d930e048-6f05-4124-aeba-f684c7132355,18-25,Other,Gallagherfort,Returning Customer,959.52,312.28,14,Shoe,6.21,8b3d5e65-167f-4563-9cc6-fad5c636aea6,135,Sanchez Ltd,Leachstad,22,45.43
ec0229c4-1747-410a-85d9-4ccb84ad3021,2024-04-25,f90020d1-9495-4d9e-9fce-af22c01934bf,Accessories,Bags,1,64.09,16.9,Credit Card,2275a13f-24b4-40f2-b056-d6f5f1154a6e,56+,Male,New Melissa,Loyalty Program,711.53,469.15,17,Shirt,5.52,4d786c49-6f3c-4e74-a1bb-d41c9b3d9b5f,196,Watts Inc,East Erin,27,53.26
049cc629-d756-4a83-ab4b-14500e9a5dba,2024-07-05,0019d8de-e90c-40b7-a1b3-dbfcdb66869f,Apparel,Bags,7,59.48,20.96,Debit Card,4dedce87-6279-4d51-8288-d338f8dc732a,56+,Other,South Paigeside,Loyalty Program,274.75,341.98,3,Cushion,17.06,0afd677e-777c-4b23-a70b-78ca73a2fe28,12,Leblanc LLC,Lake Randystad,9,329.09
d0402165-63c4-46f0-8753-12f44861b06d,2024-02-03,7eb2dfd6-a0bf-477b-96f0-cc57675d03ad,Footwear,T-Shirts,4,24.31,28.8,PayPal,92ae3a6b-26e7-4ed6-9053-d6cd2bac6301,46-55,Male,New Tara,First-time Buyer,676.81,31.11,16,Shirt,29.82,3f5b8717-19db-4e4b-ba07-c949bc3e3b83,414,"Harris, Gonzalez and Roth",Josephstad,25,69.23
ae2e3677-0c3e-4590-a210-ffb0e61a5da4,2024-03-16,d84acb95-cdb8-48d5-bd5d-bea1f07a92c7,Accessories,T-Shirts,8,78.6,22.89,Debit Card,65ed700c-6dbe-4b18-9a4d-be123a3d7208,26-35,Male,Webbside,Returning Customer,645.2,431.83,11,Shoe,40.92,36f979be-364f-48b1-905f-d34ed96b32c4,420,Rollins-King,Brownside,11,484.87
0254b444-bfac-42b5-9ae5-18bb2423b737,2024-03-17,a9ee5c64-df6d-46fe-b42c-1cda5aff05cb,Apparel,Bags,4,39.72,5.05,Gift Card,372e1b60-ba71-4db6-a6de-14bb22264da5,26-35,Male,Charlesland,Returning Customer,486.77,101.46,5,Shirt,28.11,ec2c8855-cd82-4186-8843-885cd42c9ed8,394,Arnold Inc,Port Robert,5,150.86
e7c8d524-66ad-4aac-9fd5-b0dbcc5d785b,2024-06-11,d70952dd-dd51-4a1f-b766-be10fcbd8dac,Home Decor,Cushions,2,40.13,6.53,PayPal,85cb302e-289f-443d-ad6c-0b47122761d4,36-45,Female,South James,Loyalty Program,539.1,110.92,16,Cushion,31.02,07872461-fa41-4cc4-9172-e91847e9be19,83,Riley-Cook,Hughesfurt,29,75.02
236500f3-dade-46f8-ba59-85c57e0638bb,2024-05-10,b5ed96d0-206d-4bc5-a6a4-d7311235b6e9,Apparel,Shoes,1,20.1,5.89,Gift Card,de0c5144-d09e-4ece-bc10-ae503b70957f,46-55,Female,Rhondatown,First-time Buyer,828.49,366.81,7,Cushion,14.33,5f1586a2-31ca-4c76-aa1c-66f246807e17,77,Hall Ltd,New Jessica,19,18.92
14d4b0fc-d57b-4b31-aa48-3a3a285ad626,2024-04-22,bde82579-2adb-42d8-a2ae-e24fa0e3de2b,Accessories,Bags,9,80.81,10.56,PayPal,fc7cde94-2821-46b4-94d0-e2fd3a9d95cb,46-55,Other,Meganberg,First-time Buyer,463.16,450.75,17,Cushion,35.16,0399587d-7139-4144-ae40-9d79c8f884ca,219,Smith and Sons,Coryside,1,650.49
0a011115-e077-4c7e-9bfa-c000761f4b1e,2024-03-06,ec487871-7dcc-4b92-845d-0f9dde9e4b4e,Apparel,Bags,3,83.99,6.85,PayPal,9c721757-8a66-4de4-b440-94675808467e,18-25,Female,West Bradley,Loyalty Program,361.49,441.76,19,Shoe,43.14,0ea77e3c-d34e-4ca7-ad28-40443f731eaf,469,Roberts PLC,New Kyle,10,234.71
4b591a57-4202-4ef1-b3db-a587360e76c5,2024-05-08,c0093c4d-5350-480f-a87e-dbc632dcb09d,Apparel,Bags,9,28.99,18.7,PayPal,27d4a8b2-fdd3-4f10-9f96-bf1b061d5102,18-25,Female,East Shelbyburgh,Returning Customer,541.12,39.89,16,Shoe,38.46,6ee89035-cb64-49d8-805a-8217805bba6f,315,"Perkins, Rowe and Hutchinson",Kristinhaven,19,212.12
49a238b2-5be2-44e0-a315-391cea140a87,2024-01-18,1055c672-9c24-4c17-a012-2c63ba5885c3,Home Decor,Cushions,2,86.02,26.0,Debit Card,ac5b5e4a-47bc-487d-ba82-a62ebfea855c,56+,Female,Daniellebury,First-time Buyer,741.12,86.97,8,Shoe,12.14,9887a458-a363-4de9-a103-896c2d8fb12f,165,"Scott, Miller and Meza",North Lisaland,5,127.31
b324a8bf-2e1c-4abd-bd90-afa0923b19c4,2024-05-20,fe9d2ffd-b06e-4986-baa9-bc3d08a0a5d4,Home Decor,Shoes,6,85.57,1.85,Credit Card,5174d3b8-2fc2-4db5-a30d-869ec8059b6e,46-55,Female,New Derrickstad,Loyalty Program,967.26,59.05,3,Shirt,31.68,1c369285-6f72-44fb-a05f-91e042c0e194,311,Young LLC,New Kevin,13,503.92
